Realization1
5988
5629
5413
5377
5222
5062
4994
4791
4825
4791
4587
4519
4553
4417
4255
4190
4319
4255
4158
4126
4061
4029
3933
3933
3933
3804
3772
3751
3678
3616
3554
3616
3616
3554
3493
3462
3431
3431
3369
3309
3309
3247
3218
3278
3247
3158
3128
3098
3098
3098
3069
3039
3069
3039
3009
3009
3039
3098
3247
3128
3098
3188
3069
2834
2980
2921
2921
2921
2834
2718
2690
2632
2604
2520
2492
2464
2520
2492
2464
2520
2352
2632
2662
2632
2776
2834
2892
2834
2834
2776
2718
2547
2436
2242
2160
2408
2408
2464
2464
2408
2380
2380
2269
2269
2269
2242
2242
2187
2160
2134
2106
2106
2269
2242
2352
2380
2408
2380
2352
2408
2492
2492
2492
2492
2464
2547
2577
2632
2662
2662
2464
2408
2352
2324
2352
2324
2106
1999
1972
1999
2269
2380
2520
2863
3431
3554
4319
4126
4351
5234
5988
5772
5521
6247
6133
5700
5665
6701
7202
7678
7678
7519
7122
6776
6965
7122
7122
6965
6965
6852
6965
7321
7758
7678
8333
6360
6360
15094
14152
14099
13890
13942
15146
19369
27002
29821
37788
38194
36977
34852
32621
30689
26934
24401
22092
20318
18785
18552
18084
17579
16573
15565
14099
13890
13367
13115
13017
13017
13367
13681
13890
13995
14727
15251
16140
16964
18785
21542
23562
24852
25914
27002
27002
26183
25314
24723
27690
28258
27480
27412
26048
25380
25314
25001
23691
23046
22403
22595
23820
23691
26320
27412
27412
28614
30532
30674
30035
29466
31396
35782
41770
49660
52039
52222
50209
48562
47478
44838
43134
41032
39167
37869
37545
35160
36016
36250
36250
32653
33785
38031
41032
45540
52588
52588
51856
48196
43134
39005
35938
33785
30745
27832
27139
25514
23691
21787
20991
20440
19136
19136
19603
18785
19895
19954
20073
18785
18727
18066
16797
16036
15303
14937
14413
13890
13367
12870
12625
12380
11895
12282
11895
14675
14309
14256
14256
13367
12870
12625
11895
11428
11049
10497
10051
9521
9345
9521
9171
8916
8833
8749
8499
8874
9085
9005
9005
8458
8333
8000
7599
7599
7638
7758
8874
8125
7241
7025
6738
6474
6511
6360
6322
6209
5988
5952
5916
5629
5557
5413
5377
5413
5270
5062
4943
4825
4706
4587
4587
4485
4417
4255
4190
4094
4094
4029
4029
3933
3933
3836
3836
3836
3751
3647
3616
3585
3524
3431
3400
3400
3309
3309
3278
3278
3218
3218
3158
3128
3098
3069
3069
3039
3009
3009
2980
2980
2834
2834
2776
2747
2718
2662
2662
2662
2662
2632
2632
2632
2604
2577
2520
2520
2492
2492
2464
2436
2408
2380
2352
2352
2324
2324
2299
2269
2242
2242
2215
2215
2160
2160
2134
2134
2106
2079
2079
2052
1999
1999
1972
1919
1893
1866
1866
1738
1687
1614
1614
1614
1589
1589
1614
1663
1663
1663
1663
1663
1638
1638
1638
1614
1589
1491
1442
1369
1712
1840
1814
1788
1946
1999
2134
2160
2134
2134
2242
2492
3009
3098
3009
2892
3009
3188
3400
3554
3678
4061
4255
4255
4029
3836
3616
3400
3309
3278
3278
3400
3554
3616
3524
3493
3585
3709
3965
4485
4859
5270
5844
6965
7519
8125
7664
7281
7599
8333
9830
11990
12625
11860
11657
12968
13321
13314
12478
12050
11467
11428
11095
11428
15303
18961
19954
19954
19010
17764
16873
15355
14152
13314
13367
11281
12968
13890
14309
13995
14570
16088
17523
18727
19954
20563
23433
28045
32504
32579
31467
30177
29111
28756
30532
31986
32653
33255
35160
37383
40464
41113
42367
43901
44071
42878
42452
40789
40951
39816
38599
37545
34930
31615
28400
25713
23691
24659
25048
25981
30248
31986
33861
34240
34240
38599
39086
41437
44668
50484
52588
54498
53907
51765
46773
43048
39005
36572
35782
32060
31247
30319
31247
31763
32579
32727
32060
31173
30461
30532
32134
32430
32877
30532
28045
26183
24336
23820
25981
27139
30035
32208
32727
32952
33634
34088
35005
34013
31986
27832
24788
23046
23949
23820
22917
21603
19954
19019
18201
18201
17076
16517
15983
16193
15460
14937
14623
15094
15094
14152
13419
12968
12625
13213
13017
12135
11428
10956
10452
10139
10588
11327
11657
11562
11281
10725
10051
9610
9262
8833
8250
8250
7940
7940
7678
7440
7202
7083
7043
6814
6890
6738
6549
6360
6322
6171
5988
5916
5665
5593
5449
5306
5270
5270
5234
5164
5062
4926
4926
4893
4859
4825
4791
4723
4587
4723
4723
4287
4222
4859
4791
4723
4417
4319
4222
4190
4158
4029
3965
3933
4061
4029
3965
3933
3933
3965
3965
3933
3933
3933
3933
3868
3836
3836
3997
4126
4287
4319
4553
4587
4587
4417
4287
4158
3997
3901
3772
3616
3554
3431
3309
3309
3247
3188
3158
3069
3009
2980
2921
2892
2863
2834
2776
2776
2747
2747
2747
2718
2690
2662
2662
2662
2747
2747
2747
2747
2718
2662
2604
2547
2492
2464
2408
2380
2380
2352
2324
2299
2215
2160
2134
2052
1972
1919
1919
1893
1866
1840
1788
1712
1663
1614
1638
1638
1638
1638
1614
1589
1516
1516
1491
1491
1491
1491
1467
1467
1442
1418
1393
1393
1442
1418
1418
1418
1418
1418
1418
1540
1589
1614
1638
1663
1614
1589
1589
1638
1663
1788
1946
2052
2160
2187
2187
2299
2380
2436
2492
2776
2776
2805
2980
3098
3069
3039
2980
2950
2747
2747
2690
2690
2577
2492
2492
2464
2604
2718
2863
3009
3218
3188
3128
3128
3098
3098
3098
3339
3647
4255
4255
4255
4287
5306
5270
5449
5629
5700
5700
5736
6247
6625
6776
6738
6511
6360
6247
5916
5377
5096
4825
4655
4621
4859
5342
5557
5952
6360
7043
7958
9433
11095
13314
13367
14047
13942
13213
12723
12380
13213
13785
14466
15303
15879
19369
24336
28045
28187
26525
25647
30532
36094
36357
36572
35860
37383
45452
44975
46597
45716
40626
35782
36250
35860
36016
34621
33407
32653
31986
