Realization1,Realization2,Realization3,Realization4,Realization5,Realization6,Realization7,Realization8,Realization9,Realization10
4571.7,5929.3,3165,5958.6,5339.5,3842.3,4058,3796.9,3733.6,4974
4638.4,5748.9,3103.6,5851.1,5267.5,3778.8,3962.1,3733.6,3894,4939.9
5026.1,5713.5,2875.6,5330.6,5590.2,4092.4,4417.9,3984.5,3822,4656.2
4876.8,5642.6,2815.6,5282,5590.2,4092.4,4351.9,3914,3822,4656.2
4777.3,5537.4,2755.8,5154.6,5554.4,3862.1,4287.8,3879.3,3789.9,4807.3
4677.8,5466.6,2696.3,4982.6,5554.4,3765.8,4255.8,3844.5,3789.9,4767
4578.3,5289.5,2666.7,4880.5,5554.4,3765.8,4190.8,3706.4,3768.8,4686.4
4498.6,5289.5,2666.7,4777.3,5554.4,3734.1,4094.8,3741.2,3695.4,4646.1
4419,5219.6,2666.7,4880.5,5554.4,3734.1,4029.8,3672.7,3633.2,4565.5
4339.4,5219.6,2696.3,4880.5,5482.9,3734.1,3965.8,3604.2,3570.9,4605.8
4259.8,5219.6,2666.7,4777.3,5411.4,3734.1,3965.8,3637.9,3570.9,4474.7
4180.1,5137,2637.1,4708.5,5375.6,3670.6,3901.8,3535.6,3509.6,4394.1
4100.5,5013.1,2607.7,4570.9,5305.1,3638.9,3836.8,3501.9,3447.3,4363.9
4030.9,4946.2,2548.9,4452.6,5233.6,3576.4,3772.7,3535.6,3447.3,4303.4
3961.2,4946.2,2461.3,4368.6,5233.6,3512.9,3647.7,3501.9,3447.3,4303.4
3891.5,4879.3,2461.3,4303.9,5197.9,3512.9,3616.7,3435.3,3447.3,4303.4
3821.8,4779.9,2461.3,4238.2,5060.8,3449.4,3616.7,3401.5,3416.1,4242.9
3752.2,4679.6,2490.4,4173.4,4892,3388,3585.7,3469.1,3385,4242.9
3682.5,4612.7,2461.3,4075.3,4825.5,3324.5,3493.7,3469.1,3324.7,4192.6
3622.8,4545.8,2432.2,3945.8,4690.4,3264.1,3462.7,3435.3,3293.5,4142.2
3583,4545.8,2403.3,3847.7,4555.3,3142.3,3462.7,3335,3262.4,4041.4
3682.5,4478.9,2345.5,3794.1,4555.3,3142.3,3431.7,3269.5,3233.3,3970.8
3682.5,4378.6,2345.5,3720.3,4487.8,3142.3,3400.7,3269.5,3233.3,3950.7
3642.7,4345.1,2403.3,3720.3,4454,3111.6,3400.7,3202.9,3233.3,3920.4
3563.1,4330.4,2374.4,3880.1,4454,3080.8,3369.7,3170.1,3233.3,3870.1
3563.1,4280.2,2345.5,3880.1,4454,3080.8,3309.7,3138.4,2994.1,3849.9
3523.3,4280.2,2288.1,3880.1,4420.3,3080.8,3278.6,3105.6,3083.6,3819.7
3483.5,4217.2,2288.1,3815.4,4420.3,3020.4,3218.6,3115.5,2994.1,3769.3
3433.7,4185.7,2288.1,3794.1,4321,2961,3158.6,3009.3,2934.9,3698.7
3383.9,4153.3,2288.1,3751.6,4225.6,2901.7,3128.6,2944.7,2934.9,3628.2
3334.2,4121.8,2345.5,3657.6,4192.9,2842.3,3069.6,2944.7,2934.9,3557.6
3284.4,3963.4,2288.1,3945.8,4161.1,2782.9,3039.6,2944.7,2905.7,3557.6
3234.6,3837.5,2231,3626.2,4129.3,2782.9,3009.6,2881.1,2905.7,3597.9
3272.3,3729.1,2229.8,3502.3,4047.1,2663.7,2997.9,3246.9,3075,3433.8
3182.6,3761.1,2201.6,3348.2,4047.1,2663.7,2967.5,3217.9,2993.2,3371.8
3092.9,3697.2,2174.4,3227,4012.1,2636,2937.1,3157.9,2903.4,3311.7
3032.4,3729.1,2148.2,3198.2,3943.2,2636,2906.7,3127.9,2808.7,3249.7
3032.4,3634.3,2120.1,3168.3,3908.2,2636,2866.2,3097.9,2732.9,3190.6
2914.5,3729.1,2092.9,3168.3,3908.2,2636,2835.8,3068.9,2684,3249.7
2885.3,3793.1,2065.7,3138.5,3873.2,2606.3,2815.6,3038.9,2651.1,3311.7
2856.1,3868.4,2038.5,3078.9,3908.2,2551.8,2785.2,2949.9,2624.1,3371.8
2826.9,3868.4,2012.3,2990.4,3908.2,2522.1,2754.8,2891.9,2597.2,3311.7
2768.4,3825,1985.2,2903,3908.2,2467.6,2734.6,2833.9,2560.3,3311.7
2739.2,3868.4,1959,2903,3803.2,2467.6,2704.2,2920.9,2517.4,3249.7
2739.2,3868.4,1959,2874.2,3769.4,2467.6,2673.8,2862.9,2483.5,3160.6
2739.2,3825,1931.8,2903,3735.5,2467.6,2643.4,2833.9,2456.6,3071.5
2682.7,3761.1,1905.6,3108.7,3632.8,2467.6,2592.8,2804.9,2431.6,3041.5
2624.3,3570.3,1905.6,3108.7,3598.9,2467.6,2592.8,2775.9,2408.7,3011.5
2682.7,3506.4,1878.5,3168.3,3565.1,2467.6,2572.5,2775.9,2387.8,2952.4
2652.5,3443.5,1852.3,3257.8,3531.2,2439.9,2532,2833.9,2367.8,2807.3
2739.2,3380.6,1799.9,3318.4,3497.3,2439.9,2501.6,2862.9,2344.9,2778.3
3062.7,3318.7,1773.8,3348.2,3497.3,2384.5,2471.2,2804.9,2316.9,2720.2
3152.4,3256.8,1749.6,3288.6,3497.3,2356.7,2440.9,2775.9,2288,2720.2
3092.9,3134.1,1723.4,3198.2,3464.6,2301.3,2410.5,2746.9,2268.1,2692.2
2943.8,3042.3,1698.3,3138.5,3430.7,2276.5,2380.1,2746.9,2253.1,2664.2
2885.3,2982.5,1674.1,2990.4,3396.8,2246.8,2380.1,2717.9,2237.2,2606.1
2739.2,2922.7,1674.1,2874.2,3364.1,2220.1,2349.7,2717.9,2219.2,2579.1
2624.3,2892.8,1648.9,2787.7,3396.8,2193.3,2309.2,2689.9,2204.2,2549.1
2711,2862.9,1624.8,2787.7,3396.8,2138.9,2278.8,2603.9,2189.3,2494
2539.6,2862.9,1599.6,2758.9,3396.8,2138.9,2248.4,2576.9,2114.5,2494
2511.4,2862.9,1599.6,3198.2,3364.1,2113.1,2218,2546.9,2025.7,2466
2746.4,3513,1759.6,2512.6,2953.6,1600.4,2176.3,2436.5,1586.9,2874.2
2717.8,3413.8,1759.6,2485.9,2953.6,1600.4,2176.3,2352.5,1586.9,2844.2
2661.4,3154.9,1759.6,2458.3,2932.8,1600.4,2203.5,2324.5,1586.9,2785.1
2604,3027.1,1759.6,2403.1,2912,1600.4,2231.7,2324.5,1586.9,2725.1
2576.3,2995.1,1734,2375.5,2891.2,1600.4,2258.9,2187.5,1586.9,2696.1
2549.6,2995.1,1734,2347.8,2870.4,1570.5,2258.9,2160.5,1557.1,2668.1
2519.9,2964.2,1734,2292.6,2828.8,1600.4,2231.7,2160.5,1586.9,2637.1
2493.2,2869.5,1734,2267.9,2787.2,1600.4,2176.3,2106.5,1586.9,2609.1
2465.5,2869.5,1734,2292.6,2766.4,1660.8,2176.3,2052.4,1646.7,2580.1
2465.5,2900.3,1734,2292.6,2828.8,1721.6,2203.5,2025.4,1707,2580.1
2437.8,2964.2,1734,2267.9,2787.2,1721.6,2176.3,2025.4,1707,2551.1
2410.1,3059,1710.4,2267.9,2766.4,1721.6,2203.5,1999.4,1707,2522.2
2382.4,3122.9,1684.8,2267.9,2745.6,1691.1,2231.7,1999.4,1676.8,2493.2
2382.4,3186.8,1636.6,2267.9,2724.8,1691.1,2258.9,1999.4,1676.8,2493.2
2382.4,3315.8,1636.6,2267.9,2724.8,1660.8,2231.7,2025.4,1646.7,2493.2
2382.4,3446.9,1563.8,2403.1,2704,1630.5,2203.5,2025.4,1616.7,2493.2
2410.1,3578,1540.2,2403.1,2579.2,1600.4,2176.3,1972.4,1586.9,2522.2
2410.1,3513,1540.2,2375.5,2600,1540.6,2176.3,1946.4,1527.5,2522.2
2382.4,3413.8,1540.2,2347.8,2610.4,1540.6,2121.9,1946.4,1527.5,2493.2
2382.4,3283.8,1515.6,2267.9,2610.4,1540.6,2094.7,1946.4,1527.5,2493.2
2410.1,3122.9,1515.6,2185.1,2600,1570.5,2040.3,1946.4,1557.1,2522.2
2410.1,2964.2,1491.9,2130.8,2600,1600.4,2014.1,1946.4,1586.9,2522.2
2410.1,2869.5,1491.9,2077.5,2568.8,1600.4,1960.7,1946.4,1586.9,2522.2
2354.7,2933.4,1491.9,2077.5,2548,1600.4,1960.7,1946.4,1586.9,2464.2
2274.5,3154.9,1491.9,2050.9,2516.8,1600.4,1907.3,1919.4,1586.9,2380.3
2191.4,3091,1491.9,1945.3,2506.4,1721.6,1880.1,1840.4,1707,2293.3
2191.4,3059,1515.6,1945.3,2516.8,1844.6,1827.7,1814.4,1828.9,2293.3
2191.4,2995.1,1540.2,1893.1,2527.2,1906.8,1801.5,1814.4,1890.6,2293.3
2191.4,2964.2,1540.2,2024.3,2548,2000.9,1751.1,1866.4,1983.9,2293.3
2191.4,2900.3,1540.2,2024.3,2548,2127.8,1751.1,1738.4,2109.8,2293.3
2163.7,2776.9,1515.6,2024.3,2527.2,2224.1,1751.1,1712.4,2205.3,2264.3
2334.6,4680,2375.3,2284.3,2072.1,1505.1,1728.6,1890,1201.9,2096.2
2432.2,4634,2375.3,2228.3,2124.9,1505.1,1678.4,1943.7,1201.9,2041.8
2399.5,4589.4,2375.3,2145.8,2176.7,1480.3,1678.4,2024.7,1176.8,2069
2530.6,4680,2347.3,2118.3,2256.3,1480.3,1603.6,2024.7,1176.8,2096.2
2530.6,4680,2347.3,2118.3,2336.9,1480.3,1603.6,2078.4,1176.8,2151.7
2464.9,4589.4,2319.4,2090.8,2443.4,1480.3,1578,2133.1,1201.9,2151.7
2497.7,4543.4,2294.4,2090.8,2498.1,1456.4,1678.4,2187.8,1251.1,2151.7
2629.9,4543.4,2264.5,2063.2,2635.3,1456.4,1805.5,2243.5,1275.1,2151.7
2629.9,4634,2237.6,2063.2,2858.8,1431.6,1885.4,2353.9,1324.3,2151.7
2730,4589.4,2210.6,2118.3,2972,1407.8,1939.7,2495.7,1324.3,2123.4
2864.8,4589.4,2182.7,2174.3,3087.1,1383,1885.4,2637.5,1299.2,2123.4
2864.8,4634,2182.7,2174.3,3087.1,1383,1832.1,2637.5,1324.3,2151.7
2797.2,4634,2155.7,2174.3,3058.3,1431.6,1885.4,2637.5,1324.3,2151.7
2730,4589.4,2101.8,2174.3,3058.3,1407.8,1885.4,2524,1348.4,2151.7
2663.2,4498.7,2047.9,2200.8,3232,1407.8,1832.1,2353.9,1348.4,2151.7
2563.6,4363.4,2021,2145.8,3380.7,1407.8,1805.5,2187.8,1348.4,2151.7
2432.2,4275.5,1995,2118.3,3498.7,1407.8,1858.8,1971,1299.2,2151.7
2497.7,4142.9,1942.1,2090.8,3598.4,1407.8,1858.8,1784.6,1251.1,2151.7
2399.5,4142.9,1889.2,2090.8,3528.4,1407.8,1858.8,1659,1201.9,2151.7
2399.5,4099.6,1836.3,2118.3,3468.9,1528.9,2269.6,1510.2,1176.8,2177.9
2399.5,4099.6,1862.3,2118.3,3380.7,1577.5,2553.5,1386.6,1176.8,2177.9
2334.6,4230.8,1889.2,2145.8,3350.9,1602.4,2785.1,1311.6,1176.8,2205.1
2270,4275.5,1942.1,2145.8,3321.2,1626.2,3022.8,1237.7,1176.8,2205.1
2173.8,4318.8,1968.1,2145.8,3232,1651,2668.2,1213.4,1176.8,2205.1
2110.3,4408.1,2047.9,2145.8,3232,1602.4,2844.5,1138.4,1176.8,2177.9
2078.6,4454.1,2101.8,1795.3,3498.7,1577.5,2696.9,1064.5,1176.8,2177.9
2047.1,4318.8,2155.7,1795.3,3380.7,1577.5,2993.1,1064.5,1176.8,2151.7
2173.8,4230.8,2375.3,1770.8,3261.7,1626.2,3174.4,1114.1,1226,2151.7
2270,4318.8,2431.2,1821.8,3261.7,1651,3266.7,1163.8,1275.1,2151.7
2399.5,4318.8,2541.9,1874.8,3203.2,1775.1,3897.8,1188.1,1348.4,2151.7
4126.7,2557.5,1880.7,3155.7,2719,1825.8,1702.7,2468.3,1667,2307.4
4567.3,2661.1,1880.7,3155.7,2838.1,1874.1,1653.2,2440.8,1667,2449.4
4689.1,2661.1,1880.7,3066.8,2838.1,1969.8,1653.2,2413.4,1656.8,2593.5
4126.7,2730.6,1906.5,2947.9,2898.6,2066.5,1678.5,2494.7,1636.3,2768.5
3696.2,2870.8,1933.3,2947.9,3019.7,2162.2,1603.8,2550.5,1615.9,3188.4
3542.2,3263.9,1933.3,3306.6,3204.6,2272.9,1629,2690.6,1636.3,3188.4
3427.7,3409.4,2011.8,3306.6,3390.4,2404.9,1629,2861,1718.2,2886.8
3503.9,3667.5,2145.9,3244.7,3550.2,2557.9,1678.5,3006,1738.6,2739.6
3619,3967.3,2200.6,3428.5,3972,2715,1702.7,3151.9,1759.1,2593.5
3657.6,4272.1,2254.2,3306.6,4476.4,2851,1727.9,3390.9,1759.1,2449.4
3734.9,4698.9,2254.2,3306.6,4860.6,2943.7,1727.9,3360.6,1779.5,2593.5
4087.2,5094.4,2284,3459.5,5038.1,2976.9,1653.2,3330.2,1779.5,2827.1
4087.2,6278.6,2284,4251.9,5356.6,2952.7,1727.9,3299.8,1820.4,3006.2
4406,7125.1,2254.2,4583.7,6102.1,2881.2,1778.4,3180.3,1830.7,3127.6
4934.7,7426.7,2364.5,5058.4,6957.3,2781.5,1754.2,3122.5,1830.7,3127.6
4934.7,7254,2700.3,4922.4,7851.1,2669.7,2262.8,3122.5,1820.4,3127.6
4852.6,7082.2,3347.1,5266.2,8787.8,2561,2570.7,3093.2,1789.8,3127.6
4893.6,6698.9,4227.3,5092.3,8831.6,2466.3,2715,3063.8,1810.2,3250.1
5183.1,6656.6,5949,4855.5,8100.7,2388.8,2743.3,3034.4,1810.2,3373.6
5266.4,7254,5029.1,5553,7520.1,2333.4,2743.3,3122.5,1830.7,3657.7
5815.2,7731.1,4557.2,4719.6,6798.6,2299.1,2628.2,3093.2,1810.2,3882
5645.1,8347.5,4388.3,4413.8,6214.9,2286,3187.4,3270.4,1902.3,4014.8
6506.2,9473,4227.3,4251.9,6102.1,2294.1,3400.3,3390.9,1922.7,4014.8
8073.3,9885.5,4130.9,4251.9,6102.1,2425,3339.8,3421.3,1973.8,4014.8
8487.7,9564.3,4130.9,4315.9,5802.5,2679.8,4001.9,3572.1,2168.2,4146.5
9948.4,8928.9,4557.2,4413.8,5614.5,2856,3785.9,3946.3,2260.2,4146.5
11655,8391.9,5029.1,4651.6,5727.3,2948.7,3400.3,4326.3,2403.4,4146.5
10819,7906.1,5235.7,5983.7,6389.3,3054.4,3339.8,3788.6,2556.8,4080.7
10141,7994,5662.9,6506.3,6798.6,3166.2,3187.4,3694.6,2505.7,3980.8
9757.2,7818.5,5413.5,7434.6,6798.6,3276,3187.4,3852.2,2577.2,4080.7
10141,7818.5,5235.7,8327,6522.9,3377.7,3339.8,4924.8,2546.6,4146.5
9366.6,7834.8,3969.6,6052.4,5410.3,6947.8,5519.1,5065.7,1651.2,8430.2
10052,7300.3,4344.7,6052.4,5554.2,7184.2,5519.1,5133.7,1671.4,9626.2
10811,7061.5,4727.4,6126.3,5626.1,6608.6,5658.4,8130.9,1691.5,10156
11536,7163.9,5258.6,6730.6,5949,6382.2,6012,9617,1753.4,10156
11985,7163.9,5753.2,7114.2,6432.7,6344.3,6049.1,8964.5,1857.7,10606
11985,8164.6,6442.3,7828.4,7277.3,6344.3,6417.3,9177.7,1984.5,11161
12234,11940,7181.3,8241,8245.8,6835,8077.4,8422.1,2199.2,11346
14160,15692,7795.3,8241,8911.5,6532.8,7955.7,7524.5,2287.9,11447
14107,20241,7795.3,8531.7,10002,6532.8,7833.9,7524.5,2399,11161
15729,22742,8744.9,9075.1,10904,6420.1,7735.5,8422.1,2443.7,10882
16067,22060,10432,9334.8,11699,6797.1,7209.4,10964,2627.1,10882
16854,20809,10694,9599.5,12717,6835,8118.4,12634,3099.7,11114
17647,19672,11049,9251.9,14406,7500.4,9662.5,12977,3419.5,11207
17947,18876,11330,8739.4,15818,7619.1,11172,12683,3546.3,10974
18247,19104,11228,8365.8,16185,7777.7,13226,12977,3571.6,10651
18488,20923,11139,7749.5,16398,10114,14399,13900,3343.5,10378
19515,22174,11049,7550.7,16080,9278,16255,14371,3219.7,10156
19955,22629,10960,7075.3,15871,10026,16527,14005,3292.8,9802.5
18488,22515,10871,6730.6,16412,10562,16419,13075,3470.2,9626.2
17080,21719,10781,6579.8,17458,12105,15674,11999,3495.6,9186.5
16516,20468,10607,6730.6,18659,13856,14959,11382,3368.8,9057.2
16516,20241,10432,6920.4,21164,14377,14654,11335,3219.7,8680.6
18608,19786,9997.3,7868.4,23808,14274,13685,11904,3195.9,8472.3
21789,19445,9783.8,8656.5,23228,13856,12252,12830,3172,7953.4
24030,17967,9656.9,9203.9,21408,13751,11404,13638,3368.8,7333.3
25830,20582,9491.4,10486,19944,15422,10629,14423,3748.3,7134
25344,29224,9325,11882,19243,14900,10138,14529,4196.3,7134
24172,31385,9159.5,15234,19359,16205,9619.7,17088,7393.7,7214.1
24304,29224,9159.5,19873,20491,18156,9405.3,19500,12032,7492.6
25760,35137,9159.5,22699,22143,17424,9275.8,21190,11408,7850.2
10618,7812.4,19594,11102,24368,20571,13840,8010.1,20570,23941
10889,8280.7,19594,11385,21091,20081,11680,8490.3,20510,24726
11257,9113.1,21041,11771,20678,22726,13427,9343.8,18759,24643
11976,9628.7,22327,12522,20089,22236,14382,9872.4,16418,25036
12791,10063,21408,13374,20207,21844,14815,10317,14794,28580
13544,10194,22775,14162,21267,21648,14490,10453,14037,30477
13700,10553,24832,14325,24752,21159,15086,10820,13307,30126
13544,10512,24963,14162,27955,20375,16657,10778,13003,29072
14221,10328,30924,14869,29801,19591,18143,10590,13104,28229
14948,11797,37417,15630,31362,18906,19390,12096,12749,30196
15885,14181,39518,16609,32231,18220,20660,14540,12699,31634
17138,16472,36690,17919,32961,18220,21291,16889,12699,29423
19135,17352,31877,20007,33475,18416,24262,17791,12851,26368
22904,19058,30499,23949,33697,19787,29037,19540,13408,23941
24314,24072,27737,25423,34070,21551,33654,24681,14740,21849
24959,24326,28304,26098,34070,20571,33732,24941,17944,20337
26158,23755,30428,27351,33996,20277,32580,24356,22083,18867
27107,23882,30074,28343,33922,19983,31245,24486,24495,17441
28438,25235,33368,29735,33184,21159,30141,25874,24962,17164
32304,25762,31289,33777,34295,22824,29774,26414,23961,16833
36186,28643,31289,37836,34896,23999,31612,29368,22210,15394
36911,32572,32992,38594,34746,25469,33118,33396,20754,14255
36669,34823,35660,38341,35908,29779,33808,35705,20087,14255
38765,39016,36448,40533,36454,33012,34432,40003,19483,17441
38765,42022,33368,40533,35518,35950,36404,43085,18349,18001
44823,42273,30711,46866,34148,38007,38706,43343,16977,17773
45522,42860,29224,47598,33253,39966,41896,43945,17135,18579
48809,42860,29861,51034,33328,38399,42568,43945,18880,21849
54712,43446,29861,57207,33475,35265,43866,44546,20449,27737
58975,44117,29366,61664,33184,32326,45454,45234,20880,33713
60167,43698,28588,62910,33184,33403,45630,44804,20389,34620
27117,34586,44124,23188,33069,31035,33077,34909,42021,19606
28590,35360,45336,21894,32470,29610,35764,33169,42120,19371
30502,36225,43957,20899,32322,28614,38555,33092,43813,20020
32768,36542,43957,20401,33069,28471,40058,32861,42917,20939
36855,37106,49410,21795,35660,28970,39997,32784,41821,21496
41972,38258,51934,23586,39996,28186,37064,33323,40029,21620
44180,39903,51211,23984,43401,30252,34006,32938,37639,21806
43331,41055,44124,22491,44724,32065,32845,35715,36544,22116
42821,40891,38544,21894,45285,34325,31292,36618,37141,22116
41972,39903,37346,23287,45723,37882,30493,43066,38137,22806
41382,38752,35990,25079,48564,42386,31178,47397,39830,24308
40330,37106,33695,27965,51930,47155,32556,54915,40826,27678
39603,35440,34677,29756,53606,52627,33483,56204,40129,30187
39199,34510,34677,29557,53606,55962,33077,56105,40328,31050
39603,34893,33923,31846,52667,56251,32845,57199,40129,30619
39684,36463,31841,36723,51748,57315,32614,57140,39432,30187
40492,38340,33770,39708,51658,58388,31923,56402,39332,30043
40411,37681,39182,41997,52425,59087,31693,67023,38635,29612
40249,34975,44555,44883,53042,57896,29869,68225,37838,29252
39603,32904,44988,47968,52425,55768,27956,73216,36942,28821
38957,32378,45248,52745,50384,49692,26292,71996,36245,28676
38714,30762,45075,56427,47654,45388,25086,69888,35648,30187
38552,28094,44902,59114,44935,44010,24054,67023,35847,31266
37259,25954,44469,60010,42638,42216,22925,63020,35150,31781
35897,26360,40777,60408,40318,42386,22498,58427,34055,34968
34736,29104,39102,60806,38705,43668,23246,57404,32661,38497
33145,32828,39501,61005,37174,43070,24054,59563,32362,39483
32102,36779,39182,59214,35582,42386,23193,61967,31167,39318
32102,36621,38783,55532,34279,41622,21807,62499,31267,39072
31292,37599,38544,51153,32843,40727,21017,63558,31267,40386
30290,40314,37745,47072,32028,41378,21069,63127,30769,40550
38171,30884,38718,29020,30881,44570,40156,32395,37549,39923
37262,31101,39635,29724,32180,44373,41770,32395,37050,37483
36934,31463,39268,30429,31581,44865,42578,32849,35552,36670
37840,31829,39084,29301,31481,44177,42073,33303,33355,37483
38584,30667,38718,28456,32480,42799,44192,33151,31857,42394
40237,32582,38230,28315,32680,41225,46815,33303,30059,48417
41972,33952,37441,30218,35279,40340,46815,33531,28361,50252
44469,34492,37562,35190,35778,40536,44192,33608,27463,46722
48285,44632,39574,35497,34779,41815,43183,33470,26863,44958
51530,56667,41051,34573,36478,42504,42073,33151,26764,42822
52276,61363,41175,33065,37577,44373,39349,33000,27163,42822
51064,62075,39696,32466,37777,44964,34607,32698,27263,41548
48105,62381,38169,32555,35179,45259,31782,32547,27363,39109
45077,60854,38596,35961,31981,48506,28856,32244,28162,40735
42559,56864,39023,37567,32180,52540,30773,31727,28162,43163
40402,52357,38901,36280,33380,54311,30571,30995,30259,41812
38501,45674,37805,34880,32480,53622,28957,30342,32755,39516
36299,40558,36294,33215,34179,52343,28553,29400,42942,40735
34269,36608,34202,31436,31481,51261,32084,29183,43241,49610
33652,35658,34439,31289,28882,50966,34102,29111,40345,53862
33042,36052,35035,29936,27583,50867,32791,28965,39646,54051
32741,35501,35873,28033,26184,49391,26636,28965,40944,55586
31762,37254,37078,27610,27583,48112,26636,28603,43741,57520
31181,36449,37502,26787,27383,47719,27544,27609,52429,58898
31398,35501,36234,25311,26184,50670,28553,26498,56623,59699
31398,31463,34439,24270,24085,54901,28553,25346,56823,57422
31615,31101,33313,23630,22486,56574,29764,24031,55325,54051
32665,32582,32489,22606,21587,55688,30773,22532,51330,53199
33960,35266,32195,21552,21287,54409,32084,21284,48634,50343
35589,38657,31786,20399,21287,54212,33093,19754,46736,48509
50264,32792,22727,18208,53030,18735,34736,26464,28243,34853
49532,32335,21914,17669,49722,18096,36900,24627,26405,39818
49349,31892,21360,16686,46656,17422,37622,23336,24870,43562
48160,31346,20991,16530,43358,16311,36488,24353,23814,43136
45770,31248,20559,17565,39460,15007,32777,23019,23056,40304
46475,29961,21236,18587,35593,14903,31437,21822,22142,37222
46738,29914,22791,17937,32026,15423,32159,20797,20772,36174
43953,29944,23635,17991,29645,14590,34633,19425,19582,36412
40353,28301,23375,18479,27036,13914,35766,18619,19090,35394
36869,27045,22534,17882,25032,13706,39168,15693,18731,31765
34366,25478,22921,15813,23592,13088,38859,17261,18657,28402
33306,23731,22921,13968,21814,12552,35045,16270,18822,25648
33306,23204,22098,12948,20466,14018,32777,15434,18407,23692
31297,22125,21606,12484,19511,18386,29891,14868,18697,23047
27670,21705,24413,12114,19277,18386,30097,14404,20329,24531
24770,20884,28066,11795,18809,15631,28757,14301,20412,25315
22771,19197,29352,11483,18341,14747,27417,14713,20165,24724
21159,19061,28494,11975,18341,15110,26799,14197,19470,23434
19763,18675,27640,11613,17657,14383,28139,14301,18860,21788
19239,18655,26680,11309,17097,13549,26490,14095,17794,21176
18304,18394,25528,10919,16538,12406,24634,13322,16480,23628
17734,17910,24089,10670,16003,11921,23088,13167,14755,22531
17119,17347,22856,10449,15427,12893,21852,12726,13577,20564
16408,16993,21914,10670,14536,15735,21336,12484,12944,19955
15292,16723,20683,10617,13960,14851,20099,12484,12423,18067
14664,16375,19717,10702,13436,12650,18965,11763,11629,17245
15449,16239,18836,10702,12886,10940,17832,11257,10350,16407
15449,16098,18018,10119,12396,10663,17110,11763,10415,15566
16617,15960,17119,9375.4,11910,9905.6,16182,10430,10848,15095
17622,15799,16502,8822,11577,9334.9,15667,9943.9,11361,15095
17566,15493,15972,8430.6,11109,9032.6,15358,9769.6,12177,15461
19330,10736,16753,13906,17420,8925.1,16573,10147,9918.1,12431
23840,9399.1,16473,13606,16519,8882.4,16194,9664.5,9446.2,11865
23311,8862.3,15158,12906,15725,8925.1,15879,8955.7,8753.3,11478
21847,8706.1,14793,12506,15040,9354.5,15564,9001.5,8798.1,11016
20968,8667.1,14480,11906,14671,10204,14462,9001.5,8798.1,10560
19510,8745.2,14271,11705,14144,8671.3,13779,8815.1,8616,10246
17574,9526,14010,11405,13722,8460.1,13258,8538.1,8345.2,10113
16020,10053,13332,11305,13058,8163.6,13110,8400.6,8210.8,12286
14785,10541,12592,11105,12515,7835.7,13110,8264.1,8077.4,13728
13819,10248,12103,10805,12025,7633.7,13464,8082.8,7900.2,12431
13152,9955.4,11579,10505,11642,7473.3,14462,7992.2,7811.6,10788
12649,9360,11020,10205,11219,7230.6,14304,7947.4,7767.8,10336
12202,8862.3,10697,9904.6,10799,7071.2,14252,7769.1,7593.6,9983.4
11812,8667.1,10156,9604.5,10433,6995.1,14409,7590.9,7419.4,9765.7
11477,8589,9936.6,9304.3,10076,6917.9,15145,8354.8,8166,10246
11144,8198.6,9584.6,9084.2,9853.7,6879.3,16518,9143.1,8936.5,11712
10446,7613,9364.2,9044.2,9586.9,6648.9,15249,9378.3,9166.5,10971
10589,7378.7,9804,9084.2,9453.9,6572.7,14094,8630.8,8435.8,10202
10768,7300.6,9451.9,8874.1,9104.5,6534.2,13570,7992.2,7811.6,9940
10675,7027.4,8934.3,8453.9,8894.1,6457,13159,7724.3,7549.8,9722.4
10310,7144.5,8725.9,8243.8,8642.4,6303.7,12520,7635.7,7463.2,9462.5
10401,6597.9,8393.7,8163.8,8432.9,6151.4,11887,7503.3,7333.8,8987.9
11239,6636.9,8393.7,8033.7,8096.6,6114.9,11319,7196.7,7034.1,8491.6
12448,6246.5,8186.3,7953.7,7771.4,6114.9,10854,6980.8,6823.1,8123.4
13454,6129.4,8103.5,7993.7,7371.6,6114.9,10720,6724.1,6572.2,7818.1
13873,5700,8103.5,8073.7,7132,6042.8,10532,6512.3,6365.2,7520.7
13658,5114.4,7978.8,8033.7,6822.9,6006.2,10217,6512.3,6365.2,7286.4
13051,4841.1,7919,7953.7,6632.6,6006.2,9686.6,6512.3,6365.2,7208.6
12299,4499.5,7816.3,7993.7,6518.8,5969.7,9245.1,6555.1,6407,7169.2
11572,4294.5,7697.6,7903.7,6327.5,5786.9,8862.8,6261.7,6120.3,7052.1
9854.7,6224.3,7837.7,7008.9,7961.3,5451.6,7914.5,5349.8,6223.6,6151.9
9854.7,6224.3,8375.7,6798.6,7880.7,5303.9,7593.3,5349.8,5857.3,6020.2
9634.2,6299.5,8958.8,6590.3,7637.7,5259,7192.4,5349.8,5529.5,6055.4
9412.6,6224.3,9389.8,6342.3,7313,5127.4,6958.1,5349.8,5347.9,6166
9194.1,6073.9,8791.8,6098.3,6957.6,5035.6,6767.2,5314.2,5240.3,6055.4
8980.5,5894.5,8333.7,6017.9,6764.6,4884,6767.2,5279.6,5299.2,5984
8771,5786.2,7797.7,5777.9,6610.5,4774.2,6499.6,5208.4,5311.4,5947.8
8562.5,5642.9,7361.6,5698.5,6455.3,4614.6,6308.8,5161,5240.3,5875.4
8354,5570.7,7043.6,5541.8,6262.3,4497.9,6179.5,5002.9,5311.4,5766.8
