Realization1,Realization2,Realization3,Realization4,Realization5,Realization6,Realization7,Realization8,Realization9,Realization10
44429,24842,26150,19049,32947,26329,24679,29889,23179,38907
44091,22844,24179,18821,32798,25225,22694,27258,25460,37388
40898,21228,22897,18537,31042,25390,21088,25238,32170,36474
35455,20187,24499,18425,28377,25225,20054,23785,35596,36059
32428,18603,25481,18197,27263,25170,18480,21994,36782,35994
30962,18136,25349,16811,25849,25390,18016,20634,37761,35650
33102,18077,24839,16593,24797,24951,17958,19671,39066,35326
31547,18311,23922,15942,24218,23372,18190,19435,38903,35163
30113,19478,23538,15277,22828,21604,19350,18963,34437,35001
28494,22463,22769,14921,21945,19866,22315,18492,28563,34675
27437,23489,21646,14362,20682,18623,23334,18492,22855,34190
27026,24907,20734,14005,19374,17498,24743,17802,22855,33487
25944,24991,19244,13955,18173,16540,24827,17238,21605,32863
25215,24584,18316,13752,17220,15692,24422,16674,18306,30526
24434,24004,17967,12506,16126,15099,23846,16134,16075,30526
23858,22145,17243,13294,16344,14561,21999,15554,14970,29242
24434,20983,16410,12744,16289,14026,20845,14656,14076,27421
23284,19829,15880,12506,16399,13592,19699,14074,12944,25914
21770,18836,15360,12268,17829,13352,18713,13546,12648,25418
22075,17795,14840,12316,18115,13448,17678,12992,11963,24298
24114,17125,14320,12363,17275,13114,17012,12497,11346,23090
25148,16622,13800,12363,16180,12261,16513,12008,10927,21885
27719,16134,13281,12411,15298,11700,16027,11672,10512,20988
29831,15873,12787,12268,14529,11145,15768,11200,10286,19899
16715,11641,10863,9017.1,14050,13608,14616,14561,16636,15535
15805,11446,10726,8812.5,13536,12948,13867,14028,15780,15063
14901,11495,10406,8480.8,12878,12412,13179,13346,14844,14749
14210,12225,10771,8277.2,12301,12022,12612,12748,14219,15011
13573,13784,10588,8073.7,11680,11454,12194,12105,13803,15745
13068,16560,9998.5,7869.1,11773,10898,11940,12202,13803,15955
12372,17193,9908.4,7630.3,11726,10576,11682,12153,14219,14592
11982,17145,9818.5,7474.7,11773,10486,11387,12202,13231,13233
11644,16560,9998.5,7320.1,11832,10306,11043,12263,12351,12447
11172,16073,10452,7164.5,11867,9953.7,10734,12299,11867,12008
10890,15197,10863,7086.2,11916,9910,10491,12349,11357,13134
10429,14904,10955,7086.2,12060,9382.8,10262,12499,10980,12791
10116,13930,10680,7125.4,12156,8826.8,10217,12598,10796,11579
9802.6,13735,10270,7048.1,14410,8246.9,10436,14934,10076,10972
9312.2,13833,9908.4,6892.5,14667,7835.1,10582,15201,9812.2,10741
9095.9,14222,9639.1,6816.1,13844,7558.6,10478,14348,9461.4,10558
8883.7,14904,9416,6594,12252,7321.8,10112,12698,9204.1,10198
8756.8,14904,9282.7,6557.8,11726,7084.1,9335.6,12153,9028.2,9756.5
8756.8,15343,9149.8,6668.4,11221,6853.3,8556,11630,8860.2,9314.8
8588.2,14953,9149.8,7125.4,10621,6627.5,8194.6,11008,8694.3,8804.1
8291.7,13540,9505.1,7436.6,9869.3,6439.5,7984.5,10228,8653.5,8428.5
8080.5,13102,9460.5,7553,9393.1,6288.4,7757.5,9734.8,8653.5,8095
7957.6,12761,9327.1,7770.3,9047.4,6176,7455.8,9376.6,8694.3,7808.6
7755.6,12274,9149.8,7436.6,8878.5,6026.8,7082.4,9201.5,8611.8,7570.2
7877.4,12031,8753.5,6969.8,8632.1,5920.3,6746.8,8946.1,8445.8,7331.9
7796.2,11446,8361.1,6631.2,8509.3,5777.1,6462.1,8818.9,8363.4,7093.5
8123.2,11105,8058.6,6520.6,8141.1,5599,6234,8437.3,8239.1,6900.2
8250.1,10618,7758.6,6705.5,7978.1,5420,6013,8268.4,8032.4,6748
8291.7,10131,7461.1,7397.4,7936.9,5277.8,5743.2,8225.6,7472,6558.7
8334.4,9790.1,7208,7669.5,7814.1,5136.5,5512.2,8098.4,7709.5,6407.5
5892.8,7084.7,7747.2,5792.9,9292.2,5220.6,5545.4,8384.6,6997.7,9212.8
5677.7,6890.4,7507,5675.1,9205.5,5114.7,5504.1,8300.6,6825.4,8167.5
5677.7,6697.2,7266.9,5596.9,8781.9,5080.5,5349.2,8047.8,6485.7,7378.3
5928.7,6542.7,6798.7,5325.1,8487.5,5009.9,5276.9,7885,6222.7,6834.4
5892.8,6388.3,6569.6,5209.5,8277.7,4974.6,5235.6,7805.1,6035.4,6413.1
5785.3,6257.4,6417.3,5132.8,8277.7,4974.6,5163.3,7724.2,5964.7,5636.8
5677.7,6086.7,6113.6,5132.8,8235.3,4974.6,5122,7805.1,5857.1,5495.4
5607,5939.4,6174.1,5248,8109.3,4868.7,5018.8,8384.6,5713.7,5424.2
5499.4,5793.2,6188.2,5714.3,7863.2,4762.8,4977.4,8974.1,5499.5,5459.8
5249.4,5756.3,6041.9,5402.5,7623.2,4656.8,4863.9,9144,5356.1,5495.4
5109.9,5682.7,5860.3,5094.5,7383.2,4517.7,4791.6,8847.7,5249.5,5317.4
5201.5,5609.1,5679.7,4828.3,7143.1,4418,4750.3,8553.4,5008.5,5211.6
5008.3,5609.1,5607.1,4677.6,6871.9,4317.3,4719.3,8090.3,4940.7,5282.8
4906.7,5756.3,5607.1,4715.2,6719.6,4216.6,4647,7524,4874,5566.6
4840,5682.7,5607.1,4715.2,6604.6,4083.7,4574.7,7122.5,4806.2,6065
4738.4,5498.6,5390.1,4602.6,6452.3,4284.1,4502.4,6814,4772.4,6364.7
4738.4,5389.2,5390.1,4527.9,6261.7,4150.1,4399.2,6508.6,4704.6,6289.5
4602.9,5280.8,5317.5,4453.5,6074.1,4016.2,4357.8,6279.1,4670.8,6140.2
4602.9,5246.1,5141.9,4305.4,5604.2,3916.5,4254.6,6127.4,4636.9,6051.2
4501.3,5176.5,5039,4231.8,5893.6,3851.1,4223.6,6055.6,4535.3,5850.4
4569,5176.5,4970.4,4158.4,5748.4,3786.7,4151.3,6055.6,4467.6,5636.8
4501.3,5107,4970.4,4158.4,5640.5,3754.5,4079,6019.2,4384.9,5353
4602.9,5037.4,4970.4,4121.8,5567.9,3754.5,3944.8,6317.5,4270.3,5164.1
4569,4968.9,4902.8,4048.9,5531.6,3594.6,3872.5,6431.8,4205.6,4905
4501.3,4899.4,4765.5,4012.6,5422.7,3498.1,3903.5,6055.6,4467.6,4603.4
4399.7,4829.9,4696.9,4012.6,5314.7,3435.8,3841.5,5873.5,4569.2,4368.1
4078,4725.5,4662.6,3903.9,5314.7,3341.3,3810.5,5656.1,4535.3,4175.2
3981.3,4621.2,4628.3,3831.8,5105,3279,3738.2,5546.9,4467.6,4048.6
3981.3,4551.7,4491.1,3831.8,5070.7,3247.9,3707.3,5510.5,4384.9,3952.7
3981.3,4449.4,4456.8,3831.8,4934.5,3155.4,3676.3,5402.3,4302.2,3857.8
3981.3,4351.3,4357.9,3652.9,4934.5,3094.2,3676.3,5329.5,4205.6,3761.9
4059,3422.1,4550.4,3673.9,5270.2,3230.9,3778.9,5914.2,4925.6,4415.4
3995,3330.3,4482.4,3602.4,5108.7,3142.4,3715.8,5340.4,4858.6,4317.4
3931,3300.4,4348.5,3602.4,4971.5,3024,3621,5094.5,4858.6,4188.5
3899.1,3269.5,4316.5,3541.7,4903.9,3024,3527.3,4958.5,4688.6,4253.5
3866.1,3238.6,4284.5,3511.3,4869.5,2935.4,3495.7,4823.5,4620.6,4253.5
3899.1,3209.6,4284.5,3451.5,4835.2,2935.4,3432.5,4755.6,4586.6,4188.5
3802.1,3179.7,4219.6,3390.8,4835.2,2877.7,3371.4,4619.6,4518.7,4156.5
3866.1,3149.8,4155.6,3360.5,4766.6,2820,3308.2,4483.6,4401.7,4092.5
3866.1,3149.8,4091.6,3330.1,4663.7,2762.3,3248.1,4415.7,4318.7,4188.5
3834.1,3119.9,4026.7,3299.7,4492.1,2733.4,3187,4317.7,4254.7,4092.5
3802.1,3119.9,3962.7,3241,4391.2,2704.5,3187,4253.7,4189.7,3866.6
4092,3031.1,3930.7,3241,4326.6,2676.7,3187,4188.7,4093.7,3770.6
3995,3001.2,3898.8,3241,4261,2619,3156.4,4124.8,4028.7,3707.7
3676.2,2913.4,3833.8,3210.6,4228.7,2619,3126.9,4059.8,3932.7,3614.7
3676.2,2855.6,3769.8,3122.5,4164.1,2591.1,3096.3,3995.8,3932.7,3552.7
3645.2,2797.7,3429,3093.1,4098.5,2591.1,3096.3,3899.8,3867.7,3552.7
3614.2,2768.8,3398,3093.1,4001.6,2564.2,3065.7,3834.8,3803.7,3866.6
3614.2,2710.9,3398,3093.1,3937,2507.5,3036.2,3802.9,3750.7,3707.7
3583.2,2683,3644.9,3034.3,3871.4,2479.7,3005.6,3802.9,3708.7,3614.7
3429.3,2655.1,3644.9,3034.3,3839.1,2423.9,2976.1,3749.9,3677.7,3552.7
3367.3,2625.2,3644.9,3005.9,3839.1,2396.1,2946.5,3676.9,3677.7,3460.8
3367.3,2597.2,3644.9,2947.1,3806.8,2368.2,2887.4,3614.9,3677.7,3367.8
3307.4,2570.3,3613.9,2804.1,3806.8,2340.4,2857.9,3614.9,3677.7,3307.8
3307.4,2540.4,3582.9,2718.9,3839.1,2340.4,2828.3,3614.9,3677.7,3307.8
3307.4,2513.4,3552,2662.1,3839.1,2340.4,2798.8,3583.9,3677.7,3307.8
3307.4,2485.5,3522,2662.1,3806.8,2312.5,2712.2,3522.9,3646.7,3307.8
2978.5,2457.6,3460,2662.1,3712,2287.6,2653.1,3491.9,3646.7,3307.8
2861.6,2401.7,3367.1,2634.7,3680.7,2287.6,2625.6,3430,3646.7,3245.8
2861.6,2373.8,3276.1,2634.7,3680.7,2257.8,2625.6,3368,3584.7,3186.9
2861.6,2345.9,3216.1,2634.7,3680.7,2230.9,2625.6,3308,3553.7,3156.9
2832.6,2345.9,3216.1,2607.3,3649.4,2204,2595,3217,3492.7,3067.9
3731.2,2289.2,3557.7,2384.9,3444.2,2446.1,2806.5,3392,3512.2,3391.7
3512,2289.2,3467.8,2356.5,3444.2,2420.2,2749.7,3331.5,3357.8,3331.3
3449.1,2289.2,3627.7,2328.2,3444.2,2393.3,2721.2,3331.5,3236.2,3331.3
3417.7,2259.3,3467.8,2298.7,3444.2,2366.4,2664.4,3300.3,3207.3,3300.1
3387.3,2232.4,3467.8,2270.4,3444.2,2339.5,2664.4,3269.1,3177.4,3268.9
3325.4,2177.6,3497.8,2270.4,3444.2,2285.7,2636.9,3209.7,3177.4,3209.5
3173.2,2177.6,3557.7,2270.4,3382.5,2258.8,2171.3,3209.7,3147.5,3209.5
3023.1,2150.7,3597.7,2243,3352.1,2231.9,2305.6,3179.5,3087.7,3179.3
2875,2097,3257.9,2213.6,3352.1,2207.9,2552.6,3149.3,2999,3149.1
2816.1,2097,2798.2,2185.2,3259.9,2153.2,2526.2,3119.1,2911.3,3118.9
2786.7,2097,3008.1,2156.8,3259.9,2127.3,2496.7,3089.9,2911.3,3089.7
2757.3,2043.2,2978.1,2156.8,3138.3,2100.4,2470.3,3059.7,2882.4,3059.5
2963.2,1990.4,2748.3,2128.5,3108.9,2074.4,2387.9,3059.7,2911.3,3059.5
2786.7,1990.4,2488.4,2101.1,3048.2,2074.4,2360.5,3059.7,3117.6,3059.5
2757.3,1990.4,2598.3,2045.4,3048.2,2049.5,2278.1,3029.5,3117.6,3029.3
2700.5,1937.7,2738.3,2045.4,2929.6,2022.6,2278.1,3000.3,3177.4,3000.1
2641.6,1910.8,2718.3,2045.4,2900.3,1996.6,2224.2,2970.1,3267.1,2969.9
2614.2,1858,2688.3,2017,2841.5,1996.6,2197.8,2911.7,3327.9,2911.5
2583.8,1806.2,2628.3,1989.7,2841.5,1868.9,2171.3,2853.3,3357.8,2853.1
2471.2,1780.3,2628.3,1989.7,2812.1,1868.9,2143.8,2765.7,3298,2765.5
2414.4,1704.7,2598.3,1989.7,2782.7,1818,2117.4,2765.7,3207.3,2765.5
2332.2,1655.9,2518.4,1961.3,2753.4,1767.1,2064.4,2736.5,3147.5,2736.3
2301.8,1631,2458.4,1934,2666.3,2231.9,1985,2736.5,2999,2736.3
2274.4,1655.9,2438.4,1934,2610.5,1970.7,1933.1,2736.5,2882.4,2736.3
2218.6,1754.5,2318.5,1934,2467.7,1868.9,1933.1,2708.3,2795.6,2708.1
2218.6,1832.1,2238.6,1906.7,2439.3,1843,1907.6,2680.1,2795.6,2680
2191.2,1884.9,2178.6,1906.7,2382.6,1843,1907.6,2649.9,2766.7,2649.8
2218.6,1963.6,2128.6,1879.3,2354.2,2207.9,1881.1,2649.9,3207.3,2649.8
2246.8,2173.2,2823.1,1767.4,2503,2664.4,1580.8,2594.9,2539.6,2459.4
2274.2,2037.4,2764.6,1711.9,2474.6,2720.5,1580.8,2564.7,2539.6,2459.4
2301.6,1957.9,2735.8,1652.5,2446.2,2778.5,1580.8,2537.5,2483.2,2832
2332,1904.6,2735.8,1657.5,2417.7,2692.5,1580.8,2509.3,2426.8,2890.5
2274.2,1851.2,2735.8,1658.5,2389.3,2606.4,1580.8,2481.1,2370.3,2978.4
2246.8,1825.1,2705,1664.6,2417.7,2549.3,1551.1,2452.9,2316.9,2978.4
2218.4,1798.9,2705,1615.2,2389.3,2438.2,1580.8,2396.6,2259.5,2978.4
2136.2,1798.9,2648.4,1547.6,2474.6,2301.1,1580.8,2284.8,2232.3,2890.5
2054.1,1798.9,2589.9,1587.9,2474.6,2162,1640.3,2202.2,2176.8,2832
1973.9,1798.9,2532.3,1627.3,2446.2,2326.1,1700.4,2202.2,2150.6,2744.1
1946.5,1798.9,2503.5,1667.6,2417.7,1973.8,1700.4,2175,2122.4,2687.6
1946.5,1798.9,2446,1688.8,2389.3,1894.7,1700.4,2148.8,2095.2,2629
1892.8,1798.9,2362.7,1688.8,2360.8,1947.8,1670.3,2148.8,2068,2571.5
1866.4,1798.9,2331.9,1617.2,2360.8,1947.8,1670.3,2093.5,2068,2459.4
1866.4,1798.9,2304.1,1525.4,2360.8,1920.8,1640.3,2066.3,2068,2402.9
1840,1798.9,2304.1,1570.8,2389.3,1894.7,1610.5,2039.1,2068,2346.3
1813.7,1798.9,2304.1,1616.2,2417.7,1867.7,1580.8,2039.1,2068,2290.8
1892.8,1798.9,2276.4,1679.7,2446.2,1815.7,1521.7,2120.6,2068,2236.3
1946.5,1772.8,2276.4,1742.2,2474.6,1815.7,1521.7,2093.5,2068,2180.8
1946.5,1722.5,2247.6,1790.6,2474.6,1713.6,1521.7,2039.1,2068,2180.8
1946.5,1648,2219.9,1828.9,2474.6,1664.5,1551.1,1906.2,2095.2,2126.2
1920.2,1598.7,2193.2,1851.1,2503,1664.5,1580.8,1852.8,2095.2,2071.7
1920.2,1549.4,2193.2,1831.9,2503,1639.5,1580.8,1852.8,2095.2,2018.2
1892.8,1525.3,2193.2,1792.6,2531.5,1590.5,1580.8,1774.3,2122.4,1964.7
1892.8,1525.3,2193.2,1703.9,2559.9,1566.4,1580.8,1774.3,2122.4,1964.7
1892.8,1525.3,2193.2,1567.8,2617.8,1541.4,1700.4,1774.3,2095.2,1964.7
1892.8,1525.3,2164.4,1615.2,2587.4,1517.4,1821.9,1750.1,2095.2,1964.7
1892.8,1500.1,2164.4,1695.8,2587.4,1492.4,1883.3,1750.1,2122.4,1964.7
1892.8,1500.1,2164.4,1777.5,2559.9,1590.5,1976.2,1750.1,2122.4,1964.7
1892.8,1500.1,2164.4,1844,2645.3,1566.4,2101.6,1750.1,2095.2,1964.7
1920.2,1500.1,2164.4,1870.2,2761.1,1590.5,2196.8,1750.1,2095.2,1964.7
1508.1,1621.8,1428.3,1659.9,1681.2,1780.9,1625.1,1533.1,1613.2,2208.3
1459.4,1598.8,1428.3,1636.3,1632.4,1790.6,1575.8,1509.2,1613.2,2208.3
1459.4,1574.7,1525.4,1611.7,1632.4,1810.1,1526.5,1484.3,1613.2,2154.1
1410.8,1527.6,1598.7,1563.5,1559.6,1829.5,1477.1,1484.3,1613.2,2154.1
1410.8,1480.5,1622.5,1515.2,1559.6,1849,1402.6,1460.4,1613.2,2127.6
1362.1,1457.4,1622.5,1491.6,1534.7,1839.3,1206.3,1460.4,1711.2,2127.6
1362.1,1433.4,1550.2,1467,1632.4,1868.5,1181.1,1435.5,1813.1,2127.6
1313.5,1410.3,1550.2,1443.4,1755.9,1858.7,1131.8,1435.5,1892.1,2127.6
1313.5,1363.2,1550.2,1395.2,1833.7,1868.5,1107.6,1411.7,1918.1,2154.1
1264.8,1292.1,1550.2,1322.4,1886.5,1868.5,1058.3,1411.7,1918.1,2047.8
1264.8,1221.9,1501.6,1250.6,1833.7,1887.9,1033.1,1435.5,1945.1,1969
1216.2,1127.7,1428.3,1154.1,1781.8,1878.2,1008.9,1460.4,2078,1969
1264.8,1033.5,1404.6,1057.7,1833.7,1868.5,1008.9,1484.3,2322.9,2181.7
1313.5,1010.4,1428.3,1034.1,1833.7,1849,959.58,1484.3,2490.8,2344.3
1333,986.37,1476.9,1009.5,1781.8,1858.7,1033.1,1484.3,2378.9,2399.4
1333,986.37,1453.1,1009.5,1755.9,1839.3,1008.9,1484.3,2350.9,2508.7
1333,963.3,1453.1,985.9,1807.8,1819.8,1107.6,1484.3,2240.9,2649.6
1333,1080.6,1453.1,1105.9,1807.8,1800.3,1156.9,1509.2,2267.9,2791.4
1333,1127.7,1501.6,1154.1,1807.8,1810.1,1156.9,1533.1,2159,2877.1
1342.7,1174.8,1573.9,1202.4,2207.4,1917.1,1181.1,1533.1,2105,2877.1
1342.7,1245,1647.2,1274.2,2483.4,1926.9,1181.1,1558,2133,2877.1
1342.7,1339.2,1745.3,1370.6,2708.6,1946.3,1181.1,1581.9,2159,2820
1333,1480.5,1771.1,1515.2,2939.9,1878.2,1156.9,1630.7,2186,2791.4
1323.2,1574.7,1721.5,1611.7,2595,1858.7,1131.8,1630.7,2186,2705.7
1313.5,1670.9,1671,1710.1,2766.4,1897.7,1082.4,1630.7,2133,2677.2
1303.8,1718.9,1671,1759.3,2622.9,1956.1,983.74,1630.7,2078,2649.6
1303.8,1793.9,1647.2,1836,2911,1946.3,910.24,1606.8,2024,2649.6
1303.8,1844.9,1721.5,1888.2,3087.3,1946.3,910.24,1606.8,1918.1,2622
1313.5,1946.8,2247.5,1992.5,3177,1965.8,910.24,1581.9,1865.1,2564.9
1323.2,1972.7,2139.5,2019,3790.9,2024.2,934.41,1558,1892.1,2538.3
1714.1,2322.9,2239.8,1726.9,2301.9,1815.6,1509,2079.3,1550.1,2847.3
1714.1,2403.7,2378.3,1676.8,2382,1973.7,1465.2,2134.3,1550.1,2938.8
1703.6,2434,2575.5,1676.8,2412,1947.7,1465.2,2052.3,1550.1,2999.9
1682.5,2322.9,2720.1,1702.4,2301.9,1947.7,1487.5,2160.3,1622.4,3030.4
1661.5,2292.6,2807,1626.6,2271.9,1789.6,1421.3,2242.3,1647.2,3030.4
1682.5,2262.3,2895,1652.2,2241.9,1789.6,1443.7,2242.3,1695.7,3060.9
1766.7,2120.9,3013.3,1652.2,2101.8,2053.8,1443.7,2242.3,1721.5,3091.4
1787.7,2090.6,2983,1702.4,2071.7,2053.8,1487.5,2324.4,1771,3121.9
1808.7,2201.7,2895,1726.9,2181.8,2053.8,1509,2380.4,1771,3060.9
1808.7,2403.7,2983,1752.5,2382,2271,1531.4,2492.4,1745.2,3060.9
1829.8,2767.3,2953.7,1752.5,2742.3,2271,1531.4,2380.4,1796.7,3121.9
1829.8,3635.9,2865.7,1676.8,3603,2326,1465.2,2464.4,1875,3182.9
1871.8,3757.1,2865.7,1752.5,3723.1,2382.1,1531.4,2690.4,1953.2,3213.4
1882.3,3959.1,2895,1803.7,3923.3,2522.2,1576.1,3039.5,2113.7,3274.4
1882.3,4262.1,3132.6,1779.1,4223.6,2664.3,1554.6,3188.5,2193.9,3406.6
1871.8,4625.6,3223.6,2295.1,4583.9,2664.3,2005.4,3128.5,2247.4,3437.1
1840.3,4797.3,3346,2607.3,4754,2579.2,2278.3,3069.5,2468.3,3376.1
1861.3,4938.7,3438,2753.7,4894.1,2549.2,2406.2,3188.5,2522.8,3406.6
1861.3,4726.6,3593.7,2782.3,4683.9,2549.2,2431.2,3218.5,2749.6,3437.1
1882.3,4514.5,3814.2,2782.3,4473.8,2466.1,2431.2,3218.5,2980.4,3498.1
1861.3,4443.8,4009.3,2665.6,4403.7,2522.2,2329.3,3098.5,3216.1,3528.7
1955.9,4332.8,3944.6,3232.7,4293.6,2466.1,2824.8,3098.5,3307.2,3559.2
1977,4262.1,3977,3448.7,4223.6,2536.2,3013.5,3309.5,3673.7,3660.8
2029.6,4161.1,3878.9,3387.3,4123.5,2606.3,2959.9,3431.5,3673.7,3691.4
2229.4,4120.7,3878.9,4058.8,4083.4,2606.3,3546.7,3462.5,3863.9,3691.4
2324,4201.5,3792.9,3839.8,4163.5,2549.2,3355.2,3678.6,4181.8,3721.9
2471.2,4201.5,3625.1,3448.7,4163.5,2606.3,3013.5,3901.6,4214.5,3752.4
2629,4161.1,3532,3387.3,4123.5,2664.3,2959.9,3933.6,3959,3813.4
2576.4,4060.1,3593.7,3232.7,4023.4,2664.3,2824.8,3933.6,3715.3,3854.1
2650,3989.4,3911.2,3232.7,3953.3,2778.4,2824.8,3965.6,3612.3,3884.6
2618.4,3989.4,3977,3387.3,3953.3,2778.4,2959.9,3997.6,3736.1,3915.1
4231.8,9084.1,3344.4,2833.2,7634.6,3765.5,3709.9,3595.1,3005.3,7557.8
4231.8,8741.9,3582.7,2861.4,10070,3700.9,3709.9,3440.7,3035.2,7636.5
4231.8,8741.9,4128.9,2947.7,14901,3700.9,4096.3,3378.5,3126.7,7956.5
4638.7,8741.9,4437,4416.2,16771,3635.2,4291.9,3378.5,4684.5,7874.8
4861.9,9025.5,4656.7,12965,15703,3506,4455.4,3502.9,13753,6111.8
4861.9,9269.9,5291.3,10717,13769,3602.4,4489.6,3564,11368,7010.5
4861.9,9876.2,6313,7640.3,12214,3700.9,4356.5,3814.7,8104.4,6596.1
4670,10267,7357.3,6572.4,11210,3765.5,4356.5,4565.9,6971.6,6372.7
4544.6,10072,7770.1,6870.2,11981,3929.8,4440.2,4531.8,7287.5,6149.2
4861.9,9778.4,7882.1,7293.1,11981,4201,4455.4,4463.6,7736.1,6074.4
4514.1,9778.4,9125.6,7759.6,11360,4473.3,4558.2,5008.1,8231,5964.1
4231.8,9729.5,10651,9021.5,11604,5255.2,4729.7,5788.3,9569.5,6037
4231.8,9485,11458,7216.4,12322,5964.1,5003.1,6454.2,7654.8,7284.2
4075,9387.3,11956,11261,13837,6578.6,5140.3,6643.7,11945,7127.6
4075,9093.9,11885,11445,17055,7059.6,4901.2,6529.4,12141,7518.4
4061.1,8957,11212,10852,19608,7340.4,5140.3,6416.1,11511,10243
3984.6,8702.8,9819.7,10093,19667,7443.2,5315.8,6301.7,10706,12669
3984.6,8859.2,9924.4,9962.4,18481,8135,5279.4,6301.7,10568,14187
4075,9778.4,10186,10182,17055,10135,5071.7,6226.5,10800,14085
4169.1,10952,10887,8734.4,15910,9625.8,4901.2,7044.8,9265,14187
4169.1,10854,12168,7880.8,14953,8741.1,4832.6,8607.2,8359.6,13724
4294.5,10463,12736,7759.6,13732,8431.7,4866.9,10300,8231,13209
4544.6,10170,13568,8648.1,12620,8219.8,4832.6,10435,9173.4,12331
4960.6,9974,14066,8853.7,11981,8219.8,4764,9991.1,9391.5,11428
5358.3,10072,13792,8203.8,11788,8917,4626.8,9901.9,8702.2,10557
5524.3,10756,12838,7759.6,11981,9716.9,4968.8,10352,8231,9807
5524.3,11539,12879,7101,12078,10322,5931.1,12612,7532.4,9589.5
5867.5,12712,12361,6352.2,12421,12603,6796.5,16343,6738.1,10602
6391.5,15645,10804,6022.4,14635,14717,8615.2,19190,6388.3,10517
7010.6,17699,11328,6059.3,17906,15660,9693.4,17908,6427.4,9893.7
5182.9,17304,9224.8,24142,27108,14840,15874,23541,7929.2,24921
5666,16432,8759.8,24934,23462,13483,13889,23995,8404.5,24470
5989.9,15584,8307.7,24850,23004,11805,13162,24837,9249.4,23062
5682,15278,7618.7,25246,22348,10724,12903,25497,9772.7,22933
5341.1,13799,7461.8,28821,22479,10098,12799,25632,10213,21922
5476.7,13186,7579.2,30734,23658,9899.4,12045,25164,10347,21012
4954.1,14053,8225.8,30380,27535,9210.7,10877,25164,10710,20830
4738.4,13799,10770,29316,31098,8706.6,9712.2,26168,10669,21620
5471.1,13237,13556,28467,33152,8133.1,8824.8,25431,10483,23509
6725.4,12644,14693,30450,34888,7944.3,8647.9,23606,11974,26795
8254.6,12692,15002,31900,35855,7944.3,9089.5,22010,14393,33300
9569.2,13543,14486,29670,36667,7981.5,10270,22010,16718,37901
10660,14053,12076,26590,37239,8324.6,12195,22764,17611,42971
10918,15789,11601,24142,37486,9092.9,13733,23477,19343,47554
10885,17917,11461,22033,37900,10512,14107,23995,24432,46677
11080,19811,11044,20508,37900,12259,13889,23995,24689,43733
11497,20945,10952,19026,37818,14502,13318,23477,24110,41119
11964,20288,11136,17588,37736,14840,12597,22256,24239,38705
12679,19930,10770,17309,36915,15179,14710,21273,25612,36291
13662,19572,10406,16974,38151,15082,14765,20719,26147,32402
13768,20527,10724,15523,38819,15518,13941,20965,29071,28182
13890,19691,11044,14374,38652,15518,13422,23218,33059,24809
14254,18488,13150,14374,39946,15566,13318,24643,35344,22231
15104,17747,15985,17588,40553,15518,15762,25116,39599,20405
15185,16650,18198,18152,39511,15665,19132,24773,42650,25450
15037,16541,20419,17922,37987,15566,23073,23477,42905,21801
14396,16759,22432,18735,36992,15034,30001,23606,43501,22549
13652,18544,23259,22033,37075,14792,32183,24902,43501,23062
13760,17467,23832,27970,37239,12712,30603,26304,44096,27133
14330,17304,23068,33997,36915,13075,28596,28460,44777,26795
15646,18031,20661,34911,36915,13845,25021,32431,44352,25715
11223,17656,19126,32457,36235,13041,26524,42775,39016,45228
11827,17819,23063,30967,34429,13094,26590,42528,38433,47696
12113,18244,25967,29925,34349,13985,27548,41222,37600,48330
12303,19383,26637,29775,34110,15763,27896,40050,36948,46638
13026,21923,26905,30297,34030,17799,27548,40255,35830,44792
14143,25037,27596,29478,34589,17220,27687,39762,34891,42318
14703,27769,30455,31638,34189,16603,28729,39279,34346,39364
14550,28959,31612,33535,37072,16099,30610,40697,34346,36928
13890,29737,29967,35898,38009,16660,34211,41428,35989,38390
12976,29769,29200,39618,44702,17444,37961,49314,37188,40906
12255,28649,27596,44328,49197,18457,37961,52142,37600,40744
11697,27814,26369,49316,57001,20544,37328,53520,36787,39120
11362,27106,25699,55039,58339,20795,36456,54897,35989,37416
11223,26440,27108,58526,58237,20295,37169,54229,35751,35036
11592,25786,28364,58829,59372,21551,38041,52142,35989,32906
12350,24620,28851,59942,59311,22795,38754,51165,36787,31348
12931,23464,28294,61063,58545,22140,39388,48656,37269,30061
14195,21813,28224,61795,69569,22337,40498,45592,39100,28710
18802,21415,29269,60550,70817,22926,40755,44523,40935,28497
23123,22993,31830,58324,75997,23581,40023,45181,42352,27928
25091,22326,35273,51969,74731,23845,39943,43782,41351,27928
26810,22690,37647,47468,72543,26601,39864,40266,42601,28639
34659,24383,36452,46027,69569,26324,38437,39608,41434,26958
42450,25507,32863,44150,65414,24053,35743,39762,40517,26004
45661,26128,30533,44328,60647,22271,36852,37356,43908,24357
47229,27437,28991,45669,59585,21813,29770,35166,46820,23066
47585,29996,28851,45043,61826,21748,31913,33798,49738,22423
45917,32540,29549,44328,64321,21485,33836,33438,52372,21867
44720,34498,29549,43530,64873,20795,34211,34518,51620,21867
43278,37722,29269,42593,65972,20295,36139,36564,48812,22492
41540,40027,28991,43274,65525,20295,38517,35248,49362,22937
38059,32043,31868,46492,45832,18674,52378,52200,23854,30597
41715,30799,31868,46223,46975,19065,50912,50739,23214,28944
45749,29524,32314,44436,48430,18897,48530,48366,22254,28535
